iter,0201_10_20_1_as,0201_10_20_1_sr,0201_10_20_2_as,0201_10_20_2_sr,0201_20_10_1_as,0201_20_10_1_sr,0201_20_10_2_as,0201_20_10_2_sr,0201_30_as,0201_30_sr
1,-5.389469,0.000000,-5.820013,0.000000,-4.689675,0.000000,-6.244324,0.000000,-6.304176,0.000000
2,-4.913430,0.000000
3,-4.730220,0.000000
4,-4.749320,0.000000
5,-4.929651,0.000000
6,-4.945949,0.000000,-3.878855,0.000000
7,-4.642988,0.000000
8,-4.462986,0.000000
9,-4.201222,0.000000
10,-4.270171,0.000000
11,-4.415818,0.000000,-3.637894,0.000000,-4.734064,0.000000,-4.833706,0.000000,-3.667233,0.000000
12,-4.103784,0.000000
13,-3.757926,0.000000
14,-4.060990,0.000000
15,-4.367440,0.000000
16,-4.292370,0.000000,-3.603097,0.000000
17,-4.256873,0.000000
18,-4.185259,0.000000
19,-4.090303,0.000000
20,-4.297144,0.000000
21,-4.251980,0.000000,-3.331771,0.000000,-2.661949,0.000000,-3.694109,0.000000,-3.367595,0.000000
22,-4.104269,0.000000
23,-3.804873,0.000000
24,-3.947025,0.000000
25,-3.639598,0.000000
26,-3.706751,0.000000,-2.275997,0.000000
27,-3.419868,0.000000
28,-2.615179,0.001000
29,-3.333965,0.000000
30,-3.066711,0.000000
31,-3.267864,0.000000,-1.294799,0.000000,-1.842810,0.000000,-3.464863,0.000000,-2.090931,0.000000
32,-3.211159,0.000000
33,-3.182843,0.000000
34,-3.304783,0.000000
35,-3.236202,0.000000
36,-2.992380,0.000000,1.205399,0.001000
37,-3.139234,0.000000
38,-3.235514,0.000000
39,-3.431436,0.000000
40,-2.961844,0.000000
41,-3.124553,0.000000,0.108152,0.000000,2.668334,0.001000,-1.827518,0.000000,-2.961007,0.000000
42,-2.911391,0.000000
43,-3.047587,0.000000
44,-3.075398,0.000000
45,-2.692884,0.000000
46,-3.075581,0.000000,-0.595215,0.000000
47,-2.815006,0.000000
48,-1.983083,0.001000
49,-1.016888,0.000000
50,1.227036,0.001000
51,1.302860,0.001000,5.307646,0.001000,2.426979,0.001000,-0.549521,0.000000,0.328537,0.001000
52,2.375706,0.001000
53,3.404309,0.001000
54,4.442395,0.002000
55,3.332619,0.000000
56,6.355560,0.002000,13.954973,0.003000
57,7.088922,0.001000
58,10.521994,0.005000
59,5.165780,0.000000
60,3.507220,0.002000
61,3.592543,0.002000,9.053136,0.001000,0.503655,0.000000,3.729419,0.002000,-1.830124,0.001000
62,6.202998,0.001000
63,16.863923,0.006000
64,13.988356,0.006000
65,12.295367,0.006000
66,7.452349,0.004000,11.543507,0.000000
67,7.662571,0.001000
68,11.068771,0.003000
69,14.862148,0.008000
70,9.526383,0.003000
71,12.282493,0.002000,14.325413,0.002000,5.528973,0.001000,7.250007,0.003000,-0.403771,0.002000
72,17.626021,0.003000
73,26.864806,0.013000
74,24.931738,0.007000
75,25.381174,0.004000
76,30.179191,0.011000,17.695573,0.000000
77,25.381726,0.009000
78,25.670073,0.006000
79,22.485375,0.004000
80,20.854078,0.001000
81,29.033825,0.005000,17.276005,0.000000,3.943360,0.000000,11.018520,0.004000,-1.211968,0.000000
82,28.874568,0.002000
83,38.056617,0.007000
84,50.910582,0.015000
85,32.996130,0.009000
86,31.622240,0.003000,38.582405,0.001000
87,32.446074,0.004000
88,52.350644,0.017000
89,48.962139,0.007000
90,39.028179,0.005000
91,31.320820,0.007000,41.051407,0.005000,15.119787,0.005000,10.607267,0.001000,0.333231,0.000000
92,26.386969,0.001000
93,30.968793,0.002000
94,35.777375,0.008000
95,34.424144,0.009000
96,33.915397,0.011000,57.970214,0.009000
97,37.212625,0.007000
98,42.423997,0.009000
99,45.296459,0.007000
100,44.708198,0.006000
101,56.991442,0.014000,54.062754,0.008000,28.378124,0.006000,10.820962,0.001000,3.188946,0.001000
102,56.913790,0.008000
103,68.863995,0.015000
104,64.134374,0.022000
105,82.988850,0.029000
106,85.118290,0.030000,77.361495,0.016000
107,94.508114,0.029000
108,90.204585,0.032000
109,90.768651,0.036000
110,76.983745,0.028000
111,78.267175,0.026000,88.249782,0.021000,38.908440,0.011000,13.147714,0.002000,5.363707,0.001000
112,83.868847,0.027000
113,87.877128,0.040000
114,70.397453,0.022000
115,73.775424,0.036000
116,69.922896,0.028000,97.586166,0.032000
117,70.081955,0.012000
118,70.554526,0.018000
119,68.037632,0.021000
120,70.737932,0.025000
121,71.139504,0.016000,101.938047,0.035000,45.617066,0.018000,4.901466,0.000000,6.034402,0.001000
122,72.289091,0.026000
123,71.932871,0.029000
124,70.632024,0.022000
125,61.568151,0.013000
126,67.244251,0.019000,107.313754,0.052000
127,81.397601,0.035000
128,62.744161,0.011000
129,85.049904,0.022000
130,81.581619,0.027000
131,104.287872,0.048000,144.227034,0.093000,58.514318,0.038000,13.845314,0.004000,6.742213,0.002000
132,104.938924,0.046000
133,98.839467,0.048000
134,80.408717,0.037000
135,86.305199,0.040000
136,80.584480,0.032000,119.661934,0.083000
137,81.170576,0.034000
138,98.475748,0.052000
139,87.189409,0.025000
140,72.371467,0.022000
141,72.785947,0.027000,192.081495,0.141000,85.945769,0.032000,12.589202,0.004000,19.797667,0.007000
142,89.179474,0.038000
143,82.377320,0.036000
144,80.066843,0.028000
145,88.039703,0.028000
146,99.660419,0.051000,263.414249,0.217000
147,94.194114,0.030000
148,110.358063,0.046000
149,113.370562,0.045000
150,112.052260,0.058000
151,100.278228,0.047000,397.732075,0.329000,43.753106,0.015000,32.788818,0.012000,14.441770,0.003000
152,119.837300,0.066000
153,124.813015,0.070000
154,110.047751,0.058000
155,118.036593,0.051000
156,113.809228,0.054000,415.662002,0.373000
157,98.391726,0.040000
158,104.802731,0.057000
159,122.571732,0.076000
160,127.677336,0.080000
161,128.127246,0.080000,412.137687,0.337000,56.690393,0.026000,41.187544,0.013000,14.917507,0.005000
162,129.623064,0.070000
163,151.781775,0.092000
164,146.058360,0.092000
165,142.086974,0.091000
166,115.263831,0.066000,529.212813,0.413000
167,113.258924,0.062000
168,130.038332,0.071000
169,116.155871,0.062000
170,117.275276,0.062000
171,125.513777,0.078000,610.656648,0.474000,49.541843,0.021000,39.474891,0.017000,17.253144,0.007000
172,136.897506,0.092000
173,159.037819,0.102000
174,117.745968,0.057000
175,128.682556,0.071000
176,151.367123,0.092000,569.540541,0.471000
177,128.999001,0.070000
178,132.017827,0.076000
179,137.732822,0.065000
180,145.685283,0.067000
181,150.789478,0.097000,609.746262,0.496000,63.501829,0.022000,46.624763,0.027000,16.433142,0.005000
182,185.381226,0.116000
183,139.368929,0.072000
184,114.940142,0.067000
185,115.103964,0.064000
186,97.900070,0.045000,727.064790,0.522000
187,115.318736,0.057000
188,91.863383,0.041000
189,95.170685,0.049000
190,99.729642,0.047000
191,116.754422,0.052000,774.443847,0.565000,30.751344,0.011000,59.776412,0.027000,12.682969,0.003000
192,101.731643,0.049000
193,107.669483,0.054000
194,126.839224,0.077000
195,115.923670,0.056000
196,122.752983,0.056000,877.772361,0.620000
197,143.424307,0.072000
198,107.356765,0.050000
199,133.726095,0.070000
200,97.439460,0.036000
201,96.037981,0.044000,969.990407,0.666000,65.619410,0.032000,50.565307,0.027000,24.974150,0.011000
202,103.822026,0.063000
203,105.386229,0.049000
204,96.787671,0.041000
205,90.118657,0.038000
